n_estimators,max_depth,min_samples_split,min_samples_leaf,learning_rate,subsample,max_features,mean_absolute_error,mean_absolute_percentage_error,mean_squared_error,root_mean_squared_error,mean_squared_log_error,mean_r_squared,time_taken
50,7,10,2,0.1,0.8,log2,10.07911860362125,16.272495129480887,171.7990774718511,13.097889040031124,0.0416970296464724,0.6893561711496277,0.510962724685669
100,5,10,1,0.1,0.8,sqrt,10.002966033496559,16.22636440310805,171.8243278892522,13.104110957140534,0.04292321463442931,0.6893831953986886,0.7626745700836182
50,7,2,1,0.1,1.0,sqrt,10.064738221355496,16.45304396337466,171.82996938859347,13.101735576589178,0.04296131541877849,0.6893852193670437,0.43438076972961426
100,7,2,2,0.1,1.0,sqrt,10.067808077473071,16.279465401292804,171.88561675265254,13.107086858263889,0.0423515742678622,0.6891842969743023,1.0945713520050049
100,5,5,1,0.1,0.8,log2,10.04512855333328,16.314214497612618,171.8967354195101,13.105333041814589,0.042928242938858614,0.6892927777696799,0.8858911991119385
50,7,5,2,0.1,0.8,log2,10.034688755091992,16.33037173547169,171.9011089916559,13.101759663208119,0.042604061964123204,0.6890750683237978,0.41395044326782227
100,7,2,4,0.1,0.8,log2,10.100876564329946,16.147923301245854,171.9315434237405,13.10591060525704,0.041701150322761595,0.6891766436442627,1.1839241981506348
200,5,10,4,0.1,1.0,sqrt,10.135958819253643,16.205565961534663,171.9386710300972,13.103527329966095,0.04219267368453252,0.6891606138580763,0.8656060695648193
200,5,2,1,0.1,1.0,log2,10.093048267395016,16.310420990043138,171.99147071383527,13.101571973027891,0.043104355528628506,0.6889911283233255,2.233710289001465
200,3,5,4,0.1,1.0,sqrt,10.07932969152078,16.374141576191075,171.99359246496164,13.101395314991487,0.04380188681544134,0.6889783059106516,1.884211540222168
50,5,5,2,0.1,1.0,log2,10.12865996152533,16.410888439644413,172.01821689644743,13.108435679563792,0.04174537279823576,0.6889287043289581,0.2415299415588379
150,5,10,4,0.1,0.8,sqrt,10.091147193460376,16.24063274461779,172.06819474432092,13.106652498217116,0.04239653162179856,0.6888539517530526,1.2003321647644043
50,7,2,2,0.1,0.8,sqrt,10.137655987206847,16.368376053229962,172.09621267428116,13.111409851042504,0.04200184036921974,0.6886766006473246,0.5000534057617188
150,5,2,2,0.1,1.0,sqrt,10.123136963506616,16.25412550692226,172.10437584614414,13.109399008141239,0.04275479474692606,0.688825323069417,1.0765128135681152
100,5,10,4,0.1,0.8,log2,10.054342785273509,16.234208835945914,172.10754735294182,13.109148849779368,0.04213563078787415,0.6888183930705397,0.8826205730438232
100,7,10,1,0.1,0.8,log2,10.159956261630516,16.358250551343264,172.13451201574077,13.115101287154493,0.0425486584634349,0.6887366887156613,0.9420261383056641
50,5,2,1,0.1,0.8,log2,10.138700274138287,16.558027512854625,172.13603046073962,13.112128947329563,0.04269836512703697,0.6887756208067278,0.2864878177642822
200,3,5,1,0.1,1.0,sqrt,10.11170105125947,16.351285669197985,172.24849453387935,13.113280825078258,0.04311936957120463,0.6884785523562389,1.383528709411621
200,5,5,4,0.1,0.8,log2,10.059908684049082,16.235453437044534,172.25325074945408,13.117554780445872,0.04300058115117498,0.6885170548746875,1.1463968753814697
100,5,2,4,0.1,0.8,log2,10.096492120379901,16.356922461934957,172.2580149617828,13.114779818276563,0.04320066697918469,0.6885386885247549,0.748666524887085
200,3,5,1,0.1,1.0,log2,10.090172527384828,16.41081267436455,172.28031889496935,13.111498862226998,0.04369852834662495,0.6885318340808976,1.343801498413086
100,7,2,4,0.1,1.0,sqrt,10.06103884688233,16.152180046720915,172.29755523514575,13.116686582099252,0.04135296158533695,0.6884464651986338,1.0171515941619873
50,7,5,1,0.1,1.0,log2,10.116599729837883,16.468891332124077,172.3223123793272,13.117711898333283,0.042939160672405975,0.6884797502688882,0.6039392948150635
200,3,10,2,0.1,1.0,sqrt,10.112404016938763,16.389226651227276,172.32279614665399,13.122101197046792,0.043310023862151915,0.6884505601430119,1.5152111053466797
200,3,10,4,0.1,1.0,sqrt,10.104622362926055,16.342108573644577,172.36723412183846,13.120062705878542,0.04268223065714396,0.6883751476806259,1.5428953170776367
100,7,10,1,0.1,0.8,sqrt,10.133315820994696,16.28630396398744,172.41810455431875,13.116802830099328,0.04207811584392612,0.6883377667498588,0.9233994483947754
50,5,2,1,0.2,1.0,sqrt,10.13257071588638,16.37662520172982,172.45727796366722,13.118558864630382,0.04263682184114718,0.6883309915994639,0.25012874603271484
150,5,2,2,0.1,1.0,log2,10.116967460058218,16.337115829897392,172.48749082344438,13.122498708478286,0.043575547535898436,0.6881214184323877,1.0992114543914795
50,5,5,4,0.2,1.0,log2,10.114208728469332,16.308352444281155,172.54436564627036,13.125173577215449,0.04242989417566571,0.6881898373907974,0.2303628921508789
100,7,2,1,0.1,1.0,sqrt,10.093218134946671,16.340216870969414,172.5604021860401,13.12755642382435,0.04277940608577086,0.6879378858786136,1.1411149501800537
150,5,5,4,0.1,1.0,sqrt,10.07496108979034,16.256902454481597,172.62773847856636,13.129437460945582,0.04281265353893419,0.6879284488228096,1.0638318061828613
200,5,5,1,0.1,0.8,sqrt,10.181935910562618,16.473268402808362,172.62788258127674,13.129461125846806,0.043526279573646035,0.6879597651274841,1.3434107303619385
200,5,10,1,0.1,0.8,log2,10.091345461854313,16.302569837995357,172.64401418999847,13.12620467745963,0.043355961656030007,0.6878598560745554,1.283506155014038
150,5,5,1,0.1,1.0,log2,10.078549708847952,16.41514214258212,172.64424888627283,13.128553177058288,0.044369141854263675,0.6879293399563181,1.116591453552246
100,7,5,2,0.1,0.8,log2,10.201422847698982,16.289170829719076,172.6520865283854,13.130800399473168,0.04211014531461497,0.6879325579325627,1.0636911392211914
150,5,2,2,0.1,0.8,log2,10.117668089653074,16.233184907530635,172.65371232574836,13.131776013482703,0.042523620497958284,0.6878420149452076,1.1068387031555176
200,3,5,2,0.2,1.0,sqrt,10.115003053429481,16.337863365372037,172.65949270333292,13.131750567721525,0.045241782343573775,0.6877958871208769,1.8825063705444336
50,5,2,2,0.1,0.8,sqrt,10.175926954877157,16.61514883370686,172.66155482269056,13.133634591427008,0.042686204182021306,0.6878218449288688,0.25220823287963867
150,5,5,2,0.1,0.8,sqrt,10.167994488976428,16.35133995495749,172.66905246181918,13.134721271998753,0.04274670533619197,0.6878275647818465,1.2811644077301025
200,3,10,2,0.2,1.0,log2,10.112390289958508,16.338731516148393,172.67690539832057,13.130376817968024,0.0480504340047959,0.6877402923163839,1.7424898147583008
200,3,2,2,0.1,1.0,sqrt,10.095179089367694,16.30428838040217,172.69890014980143,13.13104818539137,0.04332523771130417,0.6878316290111619,0.9357385635375977
200,3,10,2,0.1,1.0,log2,10.104102099518135,16.305778226725476,172.77121003437193,13.133398162234698,0.042781379011778045,0.6876404179544545,1.7825844287872314
200,3,10,2,0.1,0.8,log2,10.09319850150865,16.26750865100295,172.77601770353402,13.13830879993164,0.0431874616974107,0.6876379049594915,2.005293130874634
150,3,2,1,0.2,1.0,log2,10.072795002468446,16.353269749616373,172.84224310841046,13.135427669525015,0.046231549605323476,0.6875775088490406,0.9450838565826416
50,5,5,2,0.2,1.0,sqrt,10.053415224429605,16.270914680765806,172.85522381245246,13.136466635908084,0.04304952387280806,0.6874639784728325,0.2503223419189453
100,3,5,1,0.2,1.0,sqrt,10.078334266285541,16.34001672850388,172.86051805196902,13.137736445590821,0.04344657358061791,0.6875080449648168,0.634864330291748
50,5,10,2,0.2,1.0,sqrt,10.103884952430747,16.339742871799977,172.86204651391603,13.139356957116922,0.0430703730841516,0.687449970192387,0.24736475944519043
100,7,2,2,0.1,1.0,log2,10.146569914764061,16.300150416937633,172.86414807813114,13.138546586348971,0.042106812945395276,0.6874149052572096,1.2354683876037598
150,5,10,1,0.1,1.0,log2,10.084539862814788,16.312671091899936,172.8857253428671,13.135670109888451,0.043685039775522926,0.6873694147374982,1.0500297546386719
150,5,2,4,0.1,1.0,log2,10.110776573045777,16.285651503042367,172.89474410549764,13.133681788986198,0.043034980808724074,0.6874373545805048,1.3156557083129883
150,3,2,2,0.2,1.0,log2,10.096335269718859,16.39146505003886,172.94075906167524,13.140413065196139,0.04460216770787818,0.687219494348179,0.6964120864868164
50,5,10,2,0.2,1.0,log2,10.064222770455393,16.361354213855027,172.96977175109765,13.14204041749306,0.04317638983326884,0.6871805286146998,0.24313640594482422
100,7,5,1,0.1,1.0,sqrt,10.163775071722577,16.468515037901415,172.97075790971877,13.140625602554717,0.04286980727755129,0.6872150175168191,1.1336328983306885
50,7,5,1,0.1,1.0,sqrt,10.078984149667331,16.39711549143749,173.02218301253595,13.143672127321585,0.04248084371416057,0.6870857445500207,0.5339381694793701
100,7,5,4,0.1,1.0,log2,10.10054486221056,16.2645814839917,173.0424507254402,13.139126205859204,0.04222957603726982,0.6870237380264691,1.0073587894439697
100,7,10,2,0.1,0.8,log2,10.151153107377244,16.31222281701097,173.05007318415375,13.14830688747785,0.04270016070649827,0.6870785536861801,1.1064534187316895
100,5,2,2,0.1,0.8,sqrt,10.141804771955341,16.377745425529884,173.0672563361736,13.146996665432443,0.04294748234997332,0.6871895139762136,0.8496630191802979
100,5,10,1,0.1,0.8,log2,10.074275775061224,16.338395076740394,173.0961589120059,13.146993491654985,0.04316000378577625,0.6870547404564368,0.8148930072784424
100,7,10,1,0.1,1.0,sqrt,10.127510901246119,16.369870682943937,173.14155178759069,13.153669141907093,0.04281172065801445,0.6868819937425881,1.1343178749084473
200,3,2,4,0.1,1.0,log2,10.128187774292552,16.369912707252503,173.19706728425223,13.15191415094161,0.043056829355902375,0.6869002602206878,1.482581615447998
50,7,10,4,0.2,0.8,sqrt,10.246691906944438,16.389431183437,173.21167983655278,13.150192673678117,0.041820825967926696,0.6869274508201869,0.33934855461120605
200,5,10,2,0.1,0.8,log2,10.16361912860324,16.29646310627976,173.21954627724375,13.15446415180251,0.04285212021859107,0.6867557219684833,1.3901772499084473
200,5,2,1,0.1,0.8,sqrt,10.193357001042507,16.38046452727539,173.22323213146436,13.155197291582692,0.043098337171117926,0.6868471424180107,1.883512258529663
100,3,2,1,0.2,1.0,sqrt,10.09294052840525,16.303741314229015,173.28396008347346,13.149700430746625,0.04404238074422143,0.68675313469827,0.4501304626464844
50,5,10,1,0.1,0.8,log2,10.168508430099095,16.536005447056453,173.34603590853098,13.155441168448514,0.04260971970015709,0.6864722049366966,0.2699720859527588
200,5,5,2,0.1,1.0,log2,10.142473110155874,16.357593292527294,173.3507336411102,13.15749157140065,0.04365838120719258,0.6865909586435528,1.2403419017791748
100,7,2,4,0.1,1.0,log2,10.117272139778196,16.284330293581924,173.37881443309735,13.157133700287877,0.04247170179872709,0.6865392440448224,1.081998348236084
50,5,5,4,0.2,1.0,sqrt,10.042150084563055,16.263380193618286,173.38143443515443,13.157005166544195,0.04316816657145864,0.686612161859184,0.24325013160705566
50,5,10,2,0.1,1.0,log2,10.183543367347637,16.539283431191144,173.38379731561147,13.161410522787557,0.04271985000793559,0.6865214502943718,0.2955620288848877
150,3,10,4,0.2,1.0,sqrt,10.082263668727602,16.18937738301884,173.40219433371144,13.158195609084945,0.043341220184102774,0.686458907911957,0.832345724105835
200,3,2,4,0.1,1.0,sqrt,10.083655759873395,16.264100658085436,173.42676339563513,13.157679876804877,0.042491363849155264,0.6864113188756951,1.4720487594604492
150,3,10,1,0.2,1.0,sqrt,10.186357419583176,16.562092722879115,173.42692059964799,13.156461919347555,0.04510694596854962,0.6863079827631923,0.9006600379943848
