time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
2/18/2020,3,30.3,19.4,24.3,32.2,20.5,25.5,0,0,0,0,12.8,28.1,41,18.33,4.24
2/19/2020,53,21.5,14.5,17,22.4,14.4,17.3,3.8,3.8,0,10,10.9,27,49,8.56,1.54
2/20/2020,51,16.2,9.2,13.3,14.7,6.7,12.2,3.4,3.4,0,18,13.7,33.1,9,8.79,1.52
2/21/2020,51,9.9,6.2,7.9,6.7,3.6,5.2,0.2,0.2,0,2,11.6,28.1,50,8.92,1.35
2/22/2020,1,17.8,5.2,11.1,16.3,2.6,9,0,0,0,0,14.2,35.3,93,20.9,3.13
2/23/2020,2,25.2,12.2,18.2,26.7,10.7,18.6,0,0,0,0,9.6,25.9,102,19.31,3.57
2/24/2020,3,26.6,16.7,21.4,25.6,14.7,20.8,0,0,0,0,17.2,41,333,21.03,4.51
2/25/2020,3,26.7,16.2,21.5,25.7,12.7,20.3,0,0,0,0,13.4,27.4,45,21.11,4.65
2/26/2020,2,15.1,8.6,11.9,11.5,4.2,7.5,0,0,0,0,17.4,42.1,353,19.54,4.09
2/27/2020,0,16,6.2,10.7,13.1,2.5,7.2,0,0,0,0,10.8,30.6,98,22.67,3.87
2/28/2020,1,20.4,8.7,14.1,17.9,5.6,11.3,0,0,0,0,11.9,31,109,22.92,4.31
2/29/2020,1,22.8,10.2,16.2,21.7,8.5,14.6,0,0,0,0,14.9,36.4,102,21.82,4.13
3/1/2020,1,31.4,13.4,21.8,32.4,13,21.8,0,0,0,0,11.3,30.2,120,22.05,4.68
3/2/2020,1,33.3,16.7,24.8,33.1,15.9,24.4,0,0,0,0,13.5,31.3,96,22.45,5.36
3/3/2020,3,28.4,19.5,23.5,30.4,20.5,25,0,0,0,0,12.6,31.3,102,18.45,3.94
3/4/2020,1,27.5,17.2,22.9,25.4,16.9,21.3,0,0,0,0,21.3,51.8,321,21.11,5.3
3/5/2020,1,21.7,10.5,16.7,20.1,7.9,14.2,0,0,0,0,14.8,37.1,9,22.63,4.58
3/6/2020,1,21.9,13.6,17.3,18.3,11.7,14.4,0,0,0,0,20.2,48.6,112,20.26,4.54
3/7/2020,2,21.8,11.2,16.5,19.5,9.6,14.4,0,0,0,0,20.5,48.6,105,22.14,4.38
3/8/2020,51,22.6,12,17.1,22,11.4,16.3,0.2,0.2,0,1,14.6,36.4,108,13.53,2.81
3/9/2020,53,24.8,15.7,19.7,26,15.7,20.6,1.7,1.7,0,6,9.5,31.7,67,16.08,3.07
3/10/2020,3,23.8,17.4,20.1,24.8,18.9,21.6,0,0,0,0,10.7,27,97,11.9,2.4
3/11/2020,51,27.7,17.2,21.9,30.2,18.6,23.7,0.1,0.1,0,1,11.1,29.2,125,20.94,4.16
3/12/2020,1,29.5,19.2,23.8,31.4,20.5,25.6,0,0,0,0,10.4,27,122,17.66,3.88
3/13/2020,3,30.8,19.3,24.7,33.9,20.7,26.6,0,0,0,0,11,28.8,125,20.31,4.53
3/14/2020,2,29.6,20.1,24.6,32.8,22.2,27.1,0,0,0,0,10.1,25.2,107,20.83,4.4
3/15/2020,3,26.9,19,22.9,26.9,21.2,24,0,0,0,0,19.3,45.4,107,15.16,3.65
3/16/2020,53,26.6,18.9,22.3,28.2,20.7,23.9,1.9,1.9,0,5,12.5,31,109,15.44,3.33
3/17/2020,1,29.1,18.8,23.4,30.4,20,25,0,0,0,0,14.2,34.6,122,22.32,4.64
3/18/2020,53,29.1,19.1,23.7,31.9,20.1,25.6,2.2,2.2,0,5,13.6,33.8,119,21.7,4.58
3/19/2020,53,31.8,20.1,25.2,34.9,21.6,27.3,1.5,1.5,0,4,12.7,29.9,152,23.76,5.05
3/20/2020,55,26.5,19.3,22.5,29.2,20.8,24.5,4.9,4.9,0,10,13.4,32.4,25,13.44,2.69
3/21/2020,55,18.8,15.8,17.2,20.3,16.6,18,6.7,6.7,0,20,11.2,27.7,72,8.19,1.43
3/22/2020,51,23.2,15.1,18.9,25.2,15.9,20.3,1.6,1.6,0,8,10.5,27,78,19,3.28
3/23/2020,3,27.9,17.7,22.5,31.4,18.9,25.1,0,0,0,0,10.7,27,102,22.53,4.37
3/24/2020,0,32.8,19.1,26.1,36.6,19.3,27.9,0,0,0,0,10.1,26.3,70,25.04,5.76
3/25/2020,1,32.3,20.7,26.7,35.8,22.3,29,0,0,0,0,12.6,32.4,113,23.95,5.44
3/26/2020,1,33.5,19.6,26.5,36.5,20.9,28.6,0,0,0,0,11.8,30.2,103,25.65,5.91
3/27/2020,1,35.1,21.7,27.8,37.3,21.8,28.9,0,0,0,0,11.4,26.6,124,24.44,5.73
3/28/2020,3,34.2,20.4,27.1,32,19.9,26.6,0,0,0,0,18.4,44.6,8,21.43,6.1
3/29/2020,53,22.3,19.1,20.4,23.6,20.8,21.9,3.6,3.6,0,13,11.1,25.6,70,7.72,1.66
3/30/2020,51,27.4,17.6,22.1,31,19,24.8,1.3,1.3,0,8,9.1,26.6,84,18.46,3.54
3/31/2020,51,27.4,20.7,23.6,27.8,20.5,24.8,0.8,0.8,0,4,11.4,26.6,69,19.43,4.28
4/1/2020,53,27.2,16.3,21.8,28.6,16.7,22.6,1.2,1.2,0,3,16.5,41,111,19.61,4.09
4/2/2020,51,29,19.4,23.8,33.4,21.6,26.7,0.7,0.7,0,5,10,28.4,124,23.11,4.64
4/3/2020,3,28,20.4,23.9,31.7,22.8,26.7,0,0,0,0,10,27.4,113,20.14,4.06
4/4/2020,55,24.3,17.9,21.1,26.2,18.9,23.3,5.5,5.5,0,13,12,29.9,39,12.15,2.32
4/5/2020,53,19.9,16.4,17.7,20.7,17.4,18.7,3,3,0,13,11.9,29.2,89,10.91,1.89
4/6/2020,51,25.2,16.4,20.4,27.8,17.4,22.6,1.9,1.9,0,7,10,27,80,18.21,3.38
4/7/2020,51,26.6,20.1,22.9,30.4,22.8,25.9,0.9,0.9,0,4,8.9,24.8,64,16.12,3.19
4/8/2020,1,30.6,19.5,25.2,34.2,21.7,28.1,0,0,0,0,10.8,24.5,255,22.44,4.79
4/9/2020,51,31.6,20.3,26.3,35.6,21.9,29.2,0.3,0.3,0,1,8.1,27,247,21.65,4.68
4/10/2020,63,27.6,20.7,23.3,30.3,23,25.9,10,10,0,10,14.6,37.4,109,18.96,3.7
4/11/2020,63,27.3,18.8,23.3,32.3,20.3,26.3,5.3,5.3,0,5,13.3,32.4,133,21.14,4.16
4/12/2020,1,32.5,17.8,26.1,30.2,17.1,24.8,0,0,0,0,23.8,58.3,298,28.5,7.29
4/13/2020,2,27.8,18.5,23.8,28.8,18.4,23,0,0,0,0,19.9,48.2,108,27.48,6.21
4/14/2020,51,20.9,15,17.7,21.5,14.7,17.8,2.7,2.7,0,11,13.8,33.5,54,15.6,2.76
4/15/2020,53,16.1,12,13.6,14.7,10.6,12.6,2.6,2.6,0,10,12.9,27,86,12.36,2.02
4/16/2020,51,18.9,11.6,15.7,18.9,10.5,15.4,2,2,0,11,15.4,35.6,100,14.17,2.25
4/17/2020,51,27.3,17.2,22.2,31.9,18.8,24.9,1.9,1.9,0,8,8.5,22.3,86,22.09,4.26
4/18/2020,51,27.3,19.9,23.7,30.7,21.9,26.5,0.4,0.4,0,1,13.7,31,102,20.42,4.04
4/19/2020,1,35.6,19.4,27.1,34.9,20.4,27.9,0,0,0,0,16.6,40.7,326,27.87,6.75
4/20/2020,1,31.2,21.9,26.3,35.1,23.2,28.5,0,0,0,0,13.8,34.6,120,26.48,5.83
4/21/2020,51,31.7,20.8,25.8,35.3,22.9,28.5,0.1,0.1,0,1,13.7,33.5,115,25.1,5.54
4/22/2020,51,34.5,21.7,27.6,38.3,25,31.2,0.4,0.4,0,3,15.1,36.7,100,26.33,5.97
4/23/2020,53,31.8,21.9,27.3,33.5,24.3,28.9,1.3,1.3,0,3,12.4,30.6,298,24.91,5.81
4/24/2020,0,35.4,20.7,28.3,36.8,20.3,28.5,0,0,0,0,10.4,23,140,29.08,6.88
4/25/2020,51,31.2,21.9,26.6,33.4,21.7,27.4,0.2,0.2,0,1,15.1,34.2,74,21.67,5.34
4/26/2020,61,23.8,19.6,21.4,25.6,20.6,23.1,10.7,10.7,0,9,14,35.6,97,11.93,2.43
4/27/2020,3,29.2,19.5,23.9,32.2,21.6,26.4,0,0,0,0,14.8,36,117,21.37,4.49
4/28/2020,1,32.4,20.2,26.2,36.8,22.4,29.2,0,0,0,0,12.2,27,132,26.63,5.76
4/29/2020,51,35.3,18.9,25.4,34.8,19.1,26.7,0.7,0.7,0,3,23.4,52.6,16,24.45,5.73
4/30/2020,53,26.8,19.4,22.7,28.2,21.6,24.3,0.7,0.7,0,3,17.5,42.8,115,21.33,4.38
5/1/2020,0,31,18.6,24.6,33.5,19.6,26.1,0,0,0,0,14.3,35.3,112,28.23,6.08
5/2/2020,1,32.5,20.1,26.1,35.8,22.7,28.6,0,0,0,0,12.3,31.7,110,27.55,6.13
5/3/2020,1,32.4,20.3,26.2,35.5,22.8,28.6,0,0,0,0,12.3,29.9,113,25.8,5.85
5/4/2020,1,33.8,21.3,27.3,37.3,24,29.8,0,0,0,0,12.7,28.8,117,27.18,6.26
5/5/2020,61,34.2,22.2,27.5,37.9,24.8,30.1,2.3,2.3,0,2,14.3,40.3,86,25.63,5.72
5/6/2020,63,28.9,20.9,23.9,32,23.7,26.5,8.7,8.7,0,9,13.4,33.1,84,21.81,4.44
5/7/2020,51,29.5,19.2,23.9,31.6,21.6,26,0.1,0.1,0,1,17.2,45.4,116,27.12,5.62
5/8/2020,61,34.7,20.7,25.8,36.9,21.4,27.4,2.6,2.6,0,4,19.6,49.7,316,22.95,5.51
5/9/2020,63,22.9,18.1,20,24,19.6,21.1,15.5,15.5,0,13,14.3,34.6,53,11.78,2.44
5/10/2020,51,23.3,17.2,20.3,24.6,18.2,21.4,0.9,0.9,0,5,15.7,37.4,99,17.58,3.25
5/11/2020,53,26,17.2,21.7,27.4,18.5,23,1.5,1.5,0,6,18.7,46.4,117,20.41,3.93
5/12/2020,3,28.1,19.1,23.3,32.9,20.7,26,0,0,0,0,12,31.3,103,26.41,5.17
5/13/2020,2,29.3,19.7,24.4,33.7,21.5,27.4,0,0,0,0,13.2,33.5,110,25.27,5.11
5/14/2020,51,29.7,21.1,25.3,34.9,24.1,28.6,1.4,1.4,0,9,10.9,29.2,119,22.53,4.71
5/15/2020,51,30.6,21.6,26.2,35.8,23.9,29.7,0.3,0.3,0,2,9.7,28.4,129,23.46,4.99
5/16/2020,51,31.6,21.8,26.7,36.4,24.3,29.9,0.5,0.5,0,2,13.8,25.6,107,26.47,5.7
5/17/2020,1,32,20.9,26.2,34.4,21.5,28,0,0,0,0,13,33.8,108,27.32,6.19
5/18/2020,0,33.4,21,27.2,34.6,22.2,28.4,0,0,0,0,13.5,34.2,125,28.44,6.66
5/19/2020,1,34.9,21.9,28.1,37.9,23.5,30.4,0,0,0,0,14.4,40.3,134,28.01,6.47
5/20/2020,51,35.1,24,29.2,39,26.6,31.8,0.2,0.2,0,1,15.9,37.1,131,27.17,6.56
5/21/2020,3,31.4,23.4,27.2,34.3,26.2,30,0,0,0,0,14.9,33.5,115,22.2,5.23
5/22/2020,1,33.1,22.7,27.5,36.9,26,30.5,0,0,0,0,13.5,36.4,114,25.49,5.78
5/23/2020,1,33.3,21.2,27.1,37.2,22.9,29.2,0,0,0,0,17.4,43.2,117,27.13,6.52
5/24/2020,63,31,21.6,25.3,36.1,24.4,28.4,8.6,8.6,0,5,14.8,28.8,133,21,4.55
5/25/2020,51,30.4,21.6,25.9,35.9,24.4,29.2,0.1,0.1,0,1,10.5,29.5,116,24.33,5.21
5/26/2020,63,25.4,20.4,22.7,28,23.4,25.6,14.2,14.2,0,11,8.3,22,54,12.82,2.63
5/27/2020,2,29.5,20.6,25,34.1,23.1,28.2,0,0,0,0,14.9,36.4,126,27.3,5.52
5/28/2020,61,32.2,22.6,27.1,36.7,24.9,30.6,1.5,1.5,0,1,11.2,31.3,114,27.43,5.94
5/29/2020,65,25.4,20.4,22.5,27.5,22,25.2,47.1,47.1,0,15,15.2,42.1,60,17.16,3.35
5/30/2020,51,24.9,20.3,22.3,28.1,22.2,24.2,0.7,0.7,0,4,7.2,24.1,347,17.01,3.42
5/31/2020,61,25.5,19.3,22.4,28.3,20.1,24.3,4.2,4.2,0,9,12.3,25.6,74,21.11,4.13
6/1/2020,51,25.4,19.2,21.9,28.9,22.1,24.9,1.8,1.8,0,10,10,28.8,89,17.5,3.36
6/2/2020,51,26.8,19.7,23,30,22.8,26,0.2,0.2,0,2,11.1,30.6,103,20.82,4.1
6/3/2020,2,28.5,20.5,24.1,32.4,23.7,27.5,0,0,0,0,12.1,30.6,105,24.01,4.77
6/4/2020,2,29.2,19.9,24.6,33.7,23.3,28.1,0,0,0,0,13.9,33.1,106,25.74,5.19
6/5/2020,2,29.1,21.4,24.9,33.2,25.1,28.5,0,0,0,0,14.8,37.4,105,23.86,4.86
6/6/2020,1,29.6,21.5,25.2,33.4,25.2,28.6,0,0,0,0,12.6,28.4,101,26.42,5.45
6/7/2020,1,31.7,22,26.5,36.6,25.2,30.1,0,0,0,0,12.9,29.2,108,28.53,6.06
6/8/2020,0,34.1,20.6,27.9,38.9,23.6,31.8,0,0,0,0,11.8,28.8,124,27.44,6.22
6/9/2020,51,36.2,25,30.3,41.3,28.5,34.6,0.2,0.2,0,1,11.7,29.9,61,25.74,5.98
6/10/2020,55,30.7,22.4,26.4,34.4,26.6,30.2,3.5,3.5,0,8,14.8,34.6,81,19.46,4.38
6/11/2020,61,26.2,21.8,23.9,28.8,26.1,27.4,5.8,5.8,0,10,16.1,41.4,108,17.72,3.42
6/12/2020,1,28.6,20.7,24.3,31.4,23.6,26.7,0,0,0,0,12.4,32.4,105,28.1,5.7
6/13/2020,1,28.8,20.2,24.4,30.5,22.1,25.5,0,0,0,0,10.9,25.9,111,29.02,6.06
6/14/2020,1,28.7,19.7,24.3,30.7,20.8,25.3,0,0,0,0,12.3,29.2,89,27.23,5.87
6/15/2020,1,29.5,18.7,24.7,31,20.2,25.8,0,0,0,0,15.8,40.3,106,26.96,5.95
6/16/2020,51,30.2,20.1,24.8,32,22.6,27,0.5,0.5,0,3,18.5,46.1,112,25.35,5.53
6/17/2020,2,31.4,20.5,25.8,34.3,23.6,28.5,0,0,0,0,15.4,38.2,112,23.64,5.36
6/18/2020,51,32.2,21.6,26.2,36.2,24.6,29.6,0.1,0.1,0,1,16.9,45,105,24.97,5.49
6/19/2020,2,31,21.9,26.3,34.1,25.4,29.3,0,0,0,0,16,40.3,109,23.46,5.34
6/20/2020,3,32.2,21.4,26.8,35.6,24.5,30,0,0,0,0,16,40.3,107,26.02,5.92
6/21/2020,51,33,22.8,27.8,37.7,26.1,31.1,0.1,0.1,0,1,9.2,28.4,116,26.2,5.93
6/22/2020,55,36.2,23.3,28.1,40.1,26.6,31.4,1.7,1.7,0,2,14,31.3,96,27.45,6.31
6/23/2020,53,33.8,23.1,27.7,37.7,26.5,30.9,0.5,0.5,0,1,11.2,29.2,97,27.48,6.21
6/24/2020,55,32.5,23.6,27.1,36.2,26.6,30.2,2.8,2.8,0,5,11.5,32,63,24.57,5.49
6/25/2020,51,29.9,21.7,24.9,33,25.6,28.1,0.2,0.2,0,1,18.4,45.7,93,24.64,5.14
6/26/2020,51,28.8,22.2,25,31.2,25.3,27.9,0.3,0.3,0,3,16.6,41.4,111,17.49,3.9
6/27/2020,53,29.4,22.1,25.5,32.2,26,29,2.7,2.7,0,9,11.8,31,107,15.95,3.52
6/28/2020,63,29.1,22.9,25.7,36.1,26.6,30,23.8,23.8,0,15,10.1,26.3,124,17.01,3.66
6/29/2020,51,31.8,23.9,27.8,36.9,27.8,31.9,0.6,0.6,0,2,11.5,29.5,136,19.46,4.42
6/30/2020,1,32.1,23.1,27.8,37.6,26.9,31.8,0,0,0,0,9.7,25.6,122,21,4.72
7/1/2020,2,31.3,23.8,27.4,36.8,28.1,31.6,0,0,0,0,10.7,26.3,120,20.89,4.69
7/2/2020,1,32.6,23.2,27.5,36.7,26.1,30.6,0,0,0,0,11,37.1,110,27.34,6.12
7/3/2020,0,32.5,22.1,26.8,35.8,24.3,29.3,0,0,0,0,11.8,32.4,112,28.52,6.38
7/4/2020,1,34.2,22.8,28.2,36.5,25.1,30.1,0,0,0,0,13.8,36.4,120,29.19,6.96
7/5/2020,0,35.2,23.2,29.4,36.3,24.3,30.5,0,0,0,0,11.8,31.3,128,28.83,7.01
7/6/2020,0,34.9,24.1,29.5,37.2,25.5,31,0,0,0,0,12.1,31.3,117,27.84,6.94
7/7/2020,0,33.7,23.8,28.4,37.7,26.8,31.3,0,0,0,0,11.3,32.4,112,27.11,6.4
7/8/2020,2,34.2,24.1,28.9,38.4,27.8,32,0,0,0,0,12,35.3,113,26.2,6.27
7/9/2020,51,34.6,24.6,29.5,38.6,28.3,32.3,0.1,0.1,0,1,12,38.2,117,26.19,6.38
7/10/2020,51,36.2,24.8,30.3,39.6,28,32.4,0.2,0.2,0,1,17.3,40.3,113,27.91,7.16
7/11/2020,1,37,24.1,30.1,36.9,26.4,31,0,0,0,0,18.9,46.1,117,29.11,7.8
7/12/2020,1,37.4,24,30.5,37.3,24.9,31,0,0,0,0,16.9,42.5,119,30.02,7.93
7/13/2020,0,37.9,23.8,31.4,38.2,24.9,31.8,0,0,0,0,15.6,38.9,120,29.6,7.96
7/14/2020,0,37.2,24.6,30.7,36.5,24.9,30.4,0,0,0,0,16.9,42.5,117,30.24,8.21
7/15/2020,1,35.1,23.2,29,37.1,24.6,30.5,0,0,0,0,15.4,43.9,110,26.94,7.07
7/16/2020,51,35.2,22.8,28.7,37.3,25.3,30.7,0.1,0.1,0,1,19.8,49.7,109,28.32,7.25
7/17/2020,53,33.2,23.6,28.1,37.4,26.7,30.8,0.9,0.9,0,1,13.2,33.1,99,26.2,6.22
7/18/2020,53,30.5,22.7,26.5,33.5,26.6,29.8,0.6,0.6,0,1,11.2,31.7,105,18.45,4.17
7/19/2020,51,28.8,22.4,25.6,33.1,26.1,28.9,2.4,2.4,0,11,12.9,36.4,110,16.24,3.71
7/20/2020,51,30.9,23.5,26.9,34.5,26.6,29.9,0.2,0.2,0,1,9.1,29.9,108,21.57,4.77
7/21/2020,51,31.1,24.6,27.4,33.4,27,29.8,0.5,0.5,0,2,9.4,27.4,102,17.63,4.15
7/22/2020,2,32.5,23.8,28,34.7,25.9,29.8,0,0,0,0,12.7,35.3,108,24.25,5.98
7/23/2020,1,33.1,24.1,28.1,35.2,27.5,30.8,0,0,0,0,14.1,34.6,102,25.52,6.13
7/24/2020,51,33.7,23.5,28.6,38,26.7,32.2,0.4,0.4,0,1,7.4,23,104,24.73,5.45
7/25/2020,61,31.7,23.6,27.6,34.4,26.2,30.4,2.2,2.2,0,4,14.2,41.4,317,15.92,4.12
7/26/2020,65,25.9,22.8,23.7,28,23,25.6,122.6,122.6,0,23,33.2,85,333,3.07,1.36
7/27/2020,65,24.3,21.3,22.4,27.6,23.2,25.1,66.3,66.3,0,24,31.4,80.6,94,6.02,1.23
7/28/2020,51,25.2,21.8,23,28.4,25.4,26.6,2.7,2.7,0,10,15,33.5,100,8.16,1.73
7/29/2020,51,26.7,20.8,23.5,30.4,24.3,27,0.6,0.6,0,3,14.2,37.4,106,18.04,3.47
7/30/2020,51,28,21.4,24.5,33,25.2,28.6,0.6,0.6,0,4,10.5,28.4,100,19.46,3.87
7/31/2020,53,30,22.3,25.8,36.2,26.4,30.6,1.1,1.1,0,3,7.8,20.2,58,22.37,4.55
8/1/2020,55,29,23,25.6,34.9,26.5,29.8,2.3,2.3,0,3,9.1,27,41,24.16,4.89
8/2/2020,53,29.5,20.8,25.3,35.3,23.3,29.1,0.7,0.7,0,3,8,24.1,216,24.09,4.9
8/3/2020,1,30.7,18.3,25.2,34.7,19.9,28.1,0,0,0,0,8.7,21.2,117,28.74,5.98
8/4/2020,0,29.8,18.8,25.3,34.7,20.9,28.7,0,0,0,0,11.1,28.4,111,28.59,5.78
8/5/2020,1,29.4,21.8,25.5,34.6,25.3,29.2,0,0,0,0,13.5,31.3,106,26.15,5.24
8/6/2020,1,29.7,22.2,25.6,34.1,26.1,29.3,0,0,0,0,15.2,36.7,105,25.27,5.13
8/7/2020,2,29,21.8,25.2,32.7,25.3,28.5,0,0,0,0,16.5,39.6,108,24.19,4.89
8/8/2020,1,29.6,21.5,25.2,33,24.6,28.3,0,0,0,0,17.2,41.8,111,24.17,4.96
8/9/2020,1,30.3,21.6,25.5,33.7,24.7,28.5,0,0,0,0,19.2,45.7,112,25.53,5.35
8/10/2020,1,30.5,21.8,25.7,33.9,24.1,28.5,0,0,0,0,16.3,39.6,110,26.52,5.59
8/11/2020,0,31.5,21.8,26.1,35.5,24.4,29.1,0,0,0,0,16.5,40.7,105,27.63,5.94
8/12/2020,1,31.9,22.2,26.6,36.2,25.3,29.7,0,0,0,0,13.5,36.4,108,26.87,5.88
8/13/2020,0,32.2,22.3,26.9,35.9,24.8,29.3,0,0,0,0,15.3,37.8,107,27.67,6.24
8/14/2020,0,32.5,22.3,27.1,35.8,24.2,29.4,0,0,0,0,13,32.4,109,28.46,6.39
8/15/2020,0,33,22.2,27.6,35.2,24.1,29.5,0,0,0,0,14.6,36.4,107,28.66,6.62
8/16/2020,0,32,22.9,27.3,34.1,24.9,29.3,0,0,0,0,13.4,33.8,105,26.43,6.06
8/17/2020,51,31.6,22.7,26.9,34.1,25,29.3,0.3,0.3,0,1,12.3,33.5,90,25.7,5.75
8/18/2020,1,31.3,20.9,26.9,32.9,22.8,28.9,0,0,0,0,10.5,26.6,97,22.33,5.16
8/19/2020,1,31,22.1,27.1,34,24.1,29.4,0,0,0,0,10,29.2,116,23.08,5.16
8/20/2020,0,33,20.3,27.6,35.4,21.8,29.3,0,0,0,0,9.9,27.4,151,27.03,6.13
8/21/2020,0,34.4,22.2,28.5,36.2,23.7,29.8,0,0,0,0,11.4,28.8,134,26.17,6.37
8/22/2020,1,33.2,22.9,27.8,35.6,24.5,29.4,0,0,0,0,10.7,30.6,111,26.82,6.45
8/23/2020,1,30.5,22.5,26.2,33.3,25.7,28.9,0,0,0,0,10.1,28.1,94,23.73,5.22
8/24/2020,1,29.2,21.8,25.6,32,23.9,27.9,0,0,0,0,9.4,28.1,84,22.81,4.88
8/25/2020,51,29.8,20.5,25.4,32.6,22.5,28.2,0.4,0.4,0,2,9.6,28.4,71,21.97,4.64
8/26/2020,2,32.3,23,27.7,34.9,26.7,30.7,0,0,0,0,9.7,27.7,105,22.74,5.06
8/27/2020,1,33.8,25.5,29.5,36,27.3,31.3,0,0,0,0,14.5,37.1,119,23.91,5.95
8/28/2020,1,34.5,24.1,29.2,37.7,26.8,31.7,0,0,0,0,11.8,31.7,106,25.36,6.14
8/29/2020,1,34,24.2,28.9,37.7,27.2,31.9,0,0,0,0,14,32.8,101,25.52,6.06
8/30/2020,0,34.4,24.1,28.9,38.2,27.7,32,0,0,0,0,12.4,30.6,106,24.74,5.94
8/31/2020,1,34.7,24.3,29.5,39.4,28.2,33.1,0,0,0,0,10.4,27.4,104,24.93,5.86
9/1/2020,51,35.4,25.6,30.2,40.5,30,34.3,0.2,0.2,0,1,13.9,36,132,21.88,5.18
9/2/2020,53,32.3,25.1,28.9,38.3,28.6,33.1,2,2,0,6,6.8,20.5,28,20.58,4.6
9/3/2020,1,32.2,24.7,28.5,37,28.2,32,0,0,0,0,7.9,26.6,78,21.07,4.59
9/4/2020,1,31.6,23.6,26.8,34.3,26.2,29.5,0,0,0,0,15.4,38.5,99,24.58,5.59
9/5/2020,65,24.6,21.4,22.6,28.7,24.8,25.9,25.8,25.8,0,14,15.2,45.7,85,8.7,1.78
9/6/2020,61,25,20.5,22.2,28.3,23.8,25.7,10.4,10.4,0,18,8.5,24.5,79,9.87,2
9/7/2020,51,26.3,21.1,23.6,29.8,24.5,27.1,0.1,0.1,0,1,9.7,27,110,14.82,2.94
9/8/2020,51,28.4,21.8,24.7,34,25,28.7,0.5,0.5,0,3,10.7,25.9,109,17.41,3.51
9/9/2020,53,28.8,22,25.1,32.9,25.4,29,1.2,1.2,0,4,9.4,25.2,79,17.71,3.65
9/10/2020,51,22.8,18.5,20,26.6,20.3,21.8,2,2,0,8,11.4,26.3,13,7.68,1.59
9/11/2020,51,24.7,17.8,20.5,26.8,19.3,22.3,0.1,0.1,0,1,13,30.6,40,12.57,2.51
9/12/2020,3,27,18.9,22.9,30.6,21,25.8,0,0,0,0,9.7,22.7,81,18.35,3.63
9/13/2020,51,28.3,20.4,24.8,32.2,22.8,28.1,1.1,1.1,0,4,7.4,23.8,20,20.73,4.17
9/14/2020,61,26.5,21.7,23.8,29.9,24.5,27.1,9.6,9.6,0,18,8.5,28.8,309,13.43,2.77
9/15/2020,53,26.2,21.6,23.3,29.3,24.9,26.6,9.2,9.2,0,16,7.3,23,305,9.51,2.03
9/16/2020,53,27.8,21.2,24.3,32.9,23.7,27.8,0.9,0.9,0,3,8,20.9,264,17.68,3.58
9/17/2020,63,26.4,20.2,23.1,30.4,22.9,26.4,15.9,15.9,0,13,8.8,28.1,314,14.14,2.79
9/18/2020,61,25.5,19.1,22.1,28.2,20.8,24.4,5.6,5.6,0,7,11.6,31,305,16.09,3.12
9/19/2020,55,25.7,19,22.6,28.2,20.9,24.8,1.2,1.2,0,2,9.7,23.4,331,18.79,3.68
9/20/2020,0,26.5,17,22.4,29.5,18.3,24.2,0,0,0,0,9,23.8,332,24.04,4.59
9/21/2020,0,27.5,16.4,22.1,29.2,17.2,23.3,0,0,0,0,12.4,31.3,310,25.54,4.99
9/22/2020,0,29.5,14.2,22.7,31,13.4,23.3,0,0,0,0,10.6,26.6,290,25.43,5.22
9/23/2020,0,30,17,24.1,33.6,16.8,25.6,0,0,0,0,8.2,16.9,234,24.77,5.11
9/24/2020,0,28.6,19.6,24.3,32.8,20.2,26.8,0,0,0,0,9.7,24.1,114,23.97,4.78
9/25/2020,2,28.8,20.8,24.5,33.4,23.6,27.9,0,0,0,0,8.2,22,115,22.35,4.43
9/26/2020,0,30.6,19.5,25,34.8,21.4,27.9,0,0,0,0,9,23.8,137,24.44,5.04
9/27/2020,0,33.8,18.2,26,37,18.8,28.1,0,0,0,0,7.6,20.2,162,24.53,5.33
9/28/2020,61,28.3,18.8,21.6,28.9,18.6,22,4.2,4.2,0,10,21,48.6,322,14.13,3.06
9/29/2020,3,23.5,18.2,20.7,24.3,17.3,20.4,0,0,0,0,6.4,21.6,73,22.99,4.34
9/30/2020,0,25.3,16.3,20.7,25.7,15.6,20.2,0,0,0,0,10.9,28.4,113,24.59,4.76
10/1/2020,0,26.7,17,21.6,26.3,16.3,20.8,0,0,0,0,12.7,31.7,96,24.36,5
10/2/2020,0,26.2,16.9,21.3,26.3,16,20.8,0,0,0,0,17.2,40.3,113,23.91,4.92
10/3/2020,0,27.6,16.3,21.7,28.5,16,21.9,0,0,0,0,13.4,34.2,112,23.79,4.95
10/4/2020,0,27.8,17.6,22.2,29.2,18.4,23,0,0,0,0,16.5,40.7,105,23.14,4.84
10/5/2020,0,27.9,16,22.6,28.6,15.9,22.7,0,0,0,0,13.2,33.1,114,23.55,5.03
10/6/2020,0,28.8,16.2,23.1,29.2,15.6,23.1,0,0,0,0,9.8,27.4,124,23.55,5.01
