time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),apparent_temperature_mean (°C),precipitation_sum (mm),rain_sum (mm),snowfall_sum (cm),precipitation_hours (h),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm)
11/6/2018,0,29.9,16.5,23.9,33.2,16.9,25.9,0,0,0,0,7.8,18.7,158,17.05,3.61
11/7/2018,0,29.4,20.3,25,33.4,21.7,28,0,0,0,0,8.4,20.5,101,16.51,3.39
11/8/2018,2,27.7,20.8,24,30.4,22.9,27.1,0,0,0,0,11,25.2,84,14.54,2.91
11/9/2018,61,22.8,10.9,17,25.5,9.3,17.5,11.4,11.4,0,17,16.6,43.6,8,3.27,0.72
11/10/2018,51,13.3,8.9,10.8,11.1,6.6,8.8,0.5,0.5,0,3,12.3,26.3,58,11.37,1.69
11/11/2018,2,20.9,10.5,15.3,21.9,9.3,15.1,0,0,0,0,9.2,22,84,15.22,2.51
11/12/2018,53,22.5,9,15.2,22.2,5.4,14.3,2.6,2.6,0,7,17.2,40.3,347,8.24,1.72
11/13/2018,51,10.2,3.7,6.4,5.5,-2,1.7,0.1,0.1,0,1,22.4,52.2,323,10.98,2.11
11/14/2018,0,14.6,4,9,12,0.1,5.7,0,0,0,0,9.9,26.6,333,18.86,3.02
11/15/2018,1,15.7,5.3,10.6,13.6,2.3,8,0,0,0,0,9.7,25.6,105,16.78,2.69
11/16/2018,1,18.2,7.9,12.9,17,5.4,10.9,0,0,0,0,11.4,28.1,102,18.13,2.92
11/17/2018,1,20.6,11.4,15.8,20.4,9.8,15.3,0,0,0,0,7.9,18,65,14.82,2.51
11/18/2018,53,22.8,11.5,17.3,22.8,9.9,17.3,1.3,1.3,0,4,10.9,24.8,40,14.64,2.61
11/19/2018,51,15.7,12.9,14.3,15.7,12.8,14.4,1,1,0,7,7.9,20.2,43,5.98,1
11/20/2018,51,13.7,10.6,12.2,13,9.6,11.4,2.7,2.7,0,16,9.5,20.5,48,5.35,0.89
11/21/2018,51,15,10.1,12.1,14.3,9.1,11.4,0.9,0.9,0,8,8.5,22.7,67,9.13,1.37
11/22/2018,51,15,10.6,12.5,14.5,9.9,12.1,0.8,0.8,0,5,9.4,23,82,8.13,1.22
11/23/2018,2,23.9,11.8,17.6,25.1,10.8,17.8,0,0,0,0,10.1,25.6,68,16.12,2.88
11/24/2018,2,23,16.3,19.2,24.5,16.7,20.1,0,0,0,0,9.5,23.4,119,15.11,2.63
11/25/2018,2,28.4,13.8,19.5,27.2,10.9,18.5,0,0,0,0,15.1,33.5,341,12.46,3.23
11/26/2018,0,15,8.5,11.6,12.3,5.2,8.7,0,0,0,0,10.5,21.6,24,13.28,2.52
11/27/2018,1,15.9,8.8,12,13.5,6.5,9.6,0,0,0,0,12,29.9,87,15.24,2.5
11/28/2018,51,17.3,12.4,14.4,16.5,9.8,13.6,1.1,1.1,0,4,5.5,16.6,80,5.51,1.18
11/29/2018,53,23.6,14.9,19,24.8,14.9,19.9,1.7,1.7,0,6,7.4,16.9,180,9.55,1.86
11/30/2018,0,26.6,13.1,20.1,28.5,12.6,21,0,0,0,0,8.4,17.6,154,16.37,3.09
12/1/2018,0,25,14.6,19.3,25.6,12.7,18.7,0,0,0,0,13.2,29.5,111,16.41,3.4
12/2/2018,0,26.7,14.7,20.2,27,13.8,20,0,0,0,0,11.3,23,104,16.45,3.28
12/3/2018,51,21,14.6,17.6,21.6,15.1,17.9,3.5,3.5,0,13,12.3,28.4,25,10.76,1.9
12/4/2018,51,16.1,11.5,13.7,14.7,10.7,12.8,0.3,0.3,0,2,15.6,33.8,93,12.7,1.85
12/5/2018,53,13.2,11.7,12.3,12.5,10.8,11.4,9.3,9.3,0,24,12.6,31.3,90,4.7,0.7
12/6/2018,51,22,12.6,17.1,23.2,12.3,17.8,0.9,0.9,0,7,9.7,24.1,94,14.73,2.41
12/7/2018,55,19.5,14.7,17.3,20.7,14.6,18.2,4.2,4.2,0,12,10.5,24.1,10,8.16,1.37
12/8/2018,53,15.5,11.9,13.8,15.2,10.8,13.5,2.8,2.8,0,10,9.2,24.1,13,4.69,0.84
12/9/2018,51,17.4,9.4,12.4,16.1,8.2,11,0.2,0.2,0,1,9.2,24.1,39,12.59,1.99
12/10/2018,51,14.7,7.8,10.7,13.3,6,9.1,0.1,0.1,0,1,10.4,23.8,84,14.82,2.07
12/11/2018,1,16.4,7.7,11.7,14.7,5.4,9.9,0,0,0,0,14.9,34.9,95,15.49,2.2
12/12/2018,61,22.4,12,16.6,23.1,10.7,16.6,6.9,6.9,0,6,8.3,24.8,73,13.17,2.34
12/13/2018,1,25,11.5,17.7,22.5,8.5,15.9,0,0,0,0,20.2,54,295,16.14,3.78
12/14/2018,0,17.2,7.6,12.1,11.8,3.8,7.6,0,0,0,0,28.7,67.3,294,16.72,3.77
12/15/2018,1,18.1,4.1,11.4,16,0.6,8.6,0,0,0,0,8.7,23.8,289,16.78,2.85
12/16/2018,1,17.7,9.3,13.4,15.6,6.6,10.9,0,0,0,0,8.7,23.4,94,15.28,2.71
12/17/2018,51,18.4,10.9,13.9,16.3,8,11.2,0.1,0.1,0,1,11.9,28.1,95,14.08,2.81
12/18/2018,2,18.2,10.3,13.7,17.4,8.9,12.7,0,0,0,0,9,20.5,77,12.38,2
12/19/2018,1,23.9,9.6,16.3,20.1,7.6,13.9,0,0,0,0,19,45.7,286,16.09,3.64
12/20/2018,0,19.3,10,14.5,15.7,6.6,11.2,0,0,0,0,19.7,46.4,309,16.12,3.55
12/21/2018,0,20.2,8.5,14,18.8,6.3,12,0,0,0,0,10.7,23,147,16.39,2.84
12/22/2018,0,26.6,4.8,15.9,25.3,2,14.2,0,0,0,0,7,19.1,234,16.67,3.02
12/23/2018,51,24.4,7.5,15.9,22.7,5.1,14.2,0.1,0.1,0,1,11.8,27,27,16.3,3.25
12/24/2018,51,20.1,13.3,16.4,19.6,13.2,16.3,0.9,0.9,0,7,11.6,28.1,94,12.51,2.08
12/25/2018,1,21.8,13.8,17.1,21.5,13,16.6,0,0,0,0,12,28.8,107,12.86,2.4
12/26/2018,3,25.3,15.6,19.5,25.3,14.8,19.8,0,0,0,0,12.3,27.7,125,14.29,2.77
12/27/2018,0,22.1,12.1,17.2,20.3,10.3,15.6,0,0,0,0,10.9,26.3,91,16.13,3.13
12/28/2018,51,20.8,13.2,16.3,19.8,11.1,14.8,0.3,0.3,0,1,12.3,28.8,106,16.06,2.88
12/29/2018,53,13,8.3,11,12.7,6.7,10.1,6.4,6.4,0,19,9.4,21.6,57,3.65,0.59
12/30/2018,51,12.3,7.1,9.4,10.1,5,7.3,0.1,0.1,0,1,10.8,25.9,70,8.3,1.26
12/31/2018,2,16.7,6.8,11.7,15.3,4.1,9.8,0,0,0,0,9,21.2,66,10.58,1.82
1/1/2019,3,15.9,10.5,12.8,14.3,7.8,11.1,0,0,0,0,10.5,22.7,73,11.73,1.95
1/2/2019,51,13.8,9.5,11.4,12.5,8.5,10.3,0.5,0.5,0,3,10,23,53,8.25,1.19
1/3/2019,3,18.1,7,11.4,16.8,4.2,9.6,0,0,0,0,11.3,31.3,11,13.12,2.05
1/4/2019,1,20.3,7.1,14.1,19.3,4.8,12.6,0,0,0,0,10.2,24.1,109,16.67,2.8
1/5/2019,1,21.5,10.5,16,20.7,8.3,14.8,0,0,0,0,11.8,28.8,109,16.62,2.92
1/6/2019,2,22.9,12.3,17.4,23.2,11.7,17.3,0,0,0,0,11,26.3,117,15.5,2.73
1/7/2019,1,26.6,16.9,21,27.6,17.1,21.4,0,0,0,0,9.7,20.5,63,14.52,2.99
1/8/2019,51,24.2,16.7,19.8,25.1,16.9,20.9,0.4,0.4,0,2,10.4,23,56,12.48,2.37
1/9/2019,63,18.5,12.6,15.9,19.8,12.3,16.6,17.5,17.5,0,24,13,34.2,48,3.46,0.67
1/10/2019,51,15.7,11.4,13.3,15.2,10.9,13,2.9,2.9,0,16,10.8,26.6,93,7.74,1.16
1/11/2019,55,20.7,12.4,16.2,21.9,11.7,16.6,4.4,4.4,0,13,8.4,20.9,61,14.36,2.34
1/12/2019,3,22.8,9.2,16.8,22.5,7.5,16.2,0,0,0,0,11.4,25.6,47,16.46,3.08
1/13/2019,51,13.8,10.4,11.9,12.2,8.8,10.2,0.2,0.2,0,2,14.4,33.8,89,9.51,1.46
1/14/2019,51,10.8,8.6,9.8,9.3,7.1,8.3,1.9,1.9,0,14,9.9,25.2,81,7.12,0.94
1/15/2019,53,12.3,8.6,10.2,11.5,7.2,9.3,6.2,6.2,0,18,8.4,19.1,72,4.53,0.72
1/16/2019,3,18.2,10.2,13.6,18.5,9.4,13.3,0,0,0,0,8.3,23,80,13.62,2.12
1/17/2019,2,19.9,11.2,15.8,20.5,10.4,15.8,0,0,0,0,9.2,21.6,99,14.07,2.37
1/18/2019,51,24,15.5,18.7,25.8,15.8,19.7,0.2,0.2,0,1,8.1,21.2,161,13.16,2.48
1/19/2019,1,18.2,11.9,14.8,14.3,9.4,11.8,0,0,0,0,23.7,55.8,320,17.55,3.5
1/20/2019,0,15.6,9,11.9,13.5,6.2,9.1,0,0,0,0,13.1,31.7,109,18.15,2.93
1/21/2019,0,20.5,7.5,13.7,19.5,4.9,11.7,0,0,0,0,11.5,26.3,113,18.15,3.23
1/22/2019,2,27.7,11.9,19.1,28.2,10.9,18.8,0,0,0,0,13.2,38.5,116,16.91,3.45
1/23/2019,2,17.3,8.3,12.8,15.1,4.8,9.2,0,0,0,0,18.2,43.9,333,14.99,3.3
1/24/2019,0,17.8,7.3,12.3,16,3.8,9.5,0,0,0,0,10,24.1,109,18.51,3.32
1/25/2019,51,16,9.6,12.6,14.1,7.7,10.8,0.2,0.2,0,1,16.5,39.6,93,12.03,1.94
1/26/2019,55,14.5,10.8,12.2,14,10.4,11.7,12.5,12.5,0,24,10.6,32,43,5.49,0.89
1/27/2019,3,18.7,7.7,13.6,16.7,5.7,11.8,0,0,0,0,14.1,34.9,314,17.97,3.08
1/28/2019,0,24,7.4,15.8,24.1,5,14.7,0,0,0,0,9.2,20.5,102,18.81,3.42
1/29/2019,1,12.9,5.9,9.5,10.6,2.9,6.3,0,0,0,0,15.5,35.3,47,18.17,2.78
1/30/2019,3,13,5.1,8.6,11,2.3,6.4,0,0,0,0,12,29.9,84,15.6,2.05
1/31/2019,51,19,8.3,13.1,19.3,6.7,12.2,0.5,0.5,0,4,8.6,19.8,47,16.53,2.59
2/1/2019,2,19.7,9,14.6,20.1,7.3,14,0,0,0,0,12.8,28.8,93,17.23,2.81
2/2/2019,3,20.1,11.4,15.7,20.6,10.6,15.8,0,0,0,0,8.7,21.6,78,14.19,2.34
2/3/2019,3,23.9,13.4,18.7,25.5,12.7,19.6,0,0,0,0,7.8,22,131,17.02,3.07
2/4/2019,1,27.6,14.2,20.8,27.5,13.2,21.2,0,0,0,0,8.6,26.6,245,16.5,3.41
2/5/2019,1,26.7,14,20.9,29.1,13.5,22.2,0,0,0,0,8.1,22.3,155,15.81,3.12
2/6/2019,1,27.3,18.8,22.7,28.3,19,23.7,0,0,0,0,8.2,20.5,150,14.88,3.18
2/7/2019,51,29,15.5,21.4,28.7,14,20.9,0.6,0.6,0,3,16.4,42.1,12,17.02,4.02
2/8/2019,51,14.2,5.4,9.4,12.8,1.3,5.8,0.3,0.3,0,2,13.6,31,77,8.61,2.07
2/9/2019,51,11.2,3.6,7,8.2,0.2,3.9,0.1,0.1,0,1,14.6,32.8,80,14.21,1.99
2/10/2019,51,17.4,6.7,11.8,16.6,5,10.7,0.3,0.3,0,3,10.5,25.2,76,16.77,2.49
2/11/2019,55,23.8,12.7,17.7,25,12.3,18.2,1.6,1.6,0,3,10.8,25.9,74,17.18,3.09
2/12/2019,61,17.8,12.4,15.5,18.9,10,14.3,10.7,10.7,0,11,10.6,26.3,360,7.5,1.78
2/13/2019,1,17.7,9.4,13.2,15.5,6.4,10.6,0,0,0,0,15.9,37.8,103,20.18,3.56
2/14/2019,1,26.5,12.5,18.9,27.7,10.5,18.7,0,0,0,0,10,21.6,73,19.72,3.87
2/15/2019,1,32.6,16.2,23.8,33.3,15.4,24.3,0,0,0,0,9.1,21.2,238,19.98,4.33
2/16/2019,0,31.8,18.1,24.9,34.7,17.5,26.3,0,0,0,0,9.2,20.9,122,20.2,4.46
2/17/2019,3,26.3,18.2,21.5,27.7,17.5,22.3,0,0,0,0,15.1,33.1,35,16.93,3.39
2/18/2019,3,17.8,11.7,14.8,17.9,10.5,13.6,0,0,0,0,13.5,31.3,83,18.17,2.93
2/19/2019,2,19.8,10.1,14.7,19.6,8.9,14.1,0,0,0,0,12.6,31.3,89,17.9,2.82
2/20/2019,51,16.1,10.1,12.5,15.5,8.1,10.6,0.6,0.6,0,6,13.3,31,61,15.81,2.6
2/21/2019,2,20.7,10.5,15.1,19.3,7.9,13.4,0,0,0,0,11.3,26.6,82,16.93,3.22
2/22/2019,2,23,15,18.3,23.8,14,18.4,0,0,0,0,11.4,29.9,85,17.83,3.26
2/23/2019,2,25.5,13.5,19.3,24.8,11.8,18.5,0,0,0,0,11.3,27.4,58,13.37,3.04
2/24/2019,2,19.5,12.6,16.4,16.9,8.8,13.2,0,0,0,0,21.4,50.4,98,20.23,4.42
2/25/2019,2,20,9.7,14.8,20,8,13.8,0,0,0,0,13.4,36,94,20.19,3.3
2/26/2019,51,24.8,14.8,19.1,26.6,14.5,20.2,0.5,0.5,0,4,9,20.5,69,18.99,3.49
2/27/2019,3,26.8,16.1,21.6,28.6,16.4,23,0,0,0,0,12.5,31.3,104,21.07,4.05
2/28/2019,51,24.2,17.8,21.1,25.7,18.9,22.7,0.6,0.6,0,3,10.2,22.7,36,10.31,2.13
3/1/2019,3,26.4,17.3,21.4,28.3,18.9,23.2,0,0,0,0,13.2,32.4,104,19.07,3.7
3/2/2019,51,27.8,17.3,22.4,30.6,19.1,24.5,0.1,0.1,0,1,11.4,30.2,96,21.25,4.12
3/3/2019,61,29.1,16.2,22.3,32.2,16.2,23.9,6,6,0,6,16.6,35.3,54,19.55,4.1
3/4/2019,53,15,5.3,7.9,14.6,2.1,5.4,3.4,3.4,0,9,11.9,28.1,65,7.62,1.04
3/5/2019,1,10.4,3,6.1,7.9,-0.4,2.9,0,0,0,0,13.7,27.7,70,19.9,2.61
3/6/2019,1,12.6,3.3,7.8,9.9,0,4.8,0,0,0,0,14.8,37.1,90,21.91,2.93
3/7/2019,2,24,9.2,16.4,25,7.2,16.1,0,0,0,0,9.6,25.6,92,22.54,3.99
3/8/2019,1,27.7,16,21.4,29.7,15.8,22.3,0,0,0,0,10.4,27.7,137,20.37,4.13
3/9/2019,1,33.2,16.7,24.9,32.1,15.8,24.5,0,0,0,0,12.4,27.7,38,20.74,4.9
3/10/2019,1,29,19,24,32,19.2,25.5,0,0,0,0,10,28.1,113,22.39,4.59
3/11/2019,51,25.3,19.1,22.3,27,21.3,24.2,1.5,1.5,0,6,12.7,36,82,14.1,2.87
3/12/2019,51,26.6,18.5,21.9,26.8,20.1,22.6,1.4,1.4,0,6,22.4,49.7,113,16.59,3.56
3/13/2019,1,30.6,16.5,23.7,32,16.3,24.4,0,0,0,0,11.5,28.1,212,24.16,5.15
3/14/2019,1,26.3,18.1,22.5,24.9,15.8,20.4,0,0,0,0,15.5,37.8,37,23.85,5.85
3/15/2019,53,16.7,10.2,14.2,14.5,7.8,11.1,1.2,1.2,0,3,16.8,40,84,12.99,3.05
3/16/2019,3,13.9,7.9,10.4,10.8,5.8,7.8,0,0,0,0,11.2,28.1,86,15.36,2.51
3/17/2019,63,15.1,8.2,11.4,13.5,5.9,9.4,6.1,6.1,0,5,8.8,24.1,81,15.85,2.61
3/18/2019,61,14,9,11.1,11.8,7.7,9.7,9.6,9.6,0,14,12.9,29.5,87,12.41,1.83
3/19/2019,51,15.9,10,12.7,14.6,9.2,11.7,0.1,0.1,0,1,10.9,25.6,87,10.04,1.71
3/20/2019,51,19.4,11.7,15.6,19.2,11.1,15.5,0.4,0.4,0,3,9.8,22.7,73,14.71,2.54
3/21/2019,53,18.5,14,16.1,17.8,14.3,16,4,4,0,9,17,41,98,11.71,1.91
3/22/2019,51,22.5,14.2,17.9,23.1,14.7,18.4,1,1,0,5,16,37.8,100,16.34,2.9
3/23/2019,51,24.9,15.3,19.8,28.7,16,21.3,0.1,0.1,0,1,9.7,28.1,114,22.29,4.09
3/24/2019,2,26.8,16.6,21.3,30.7,17.5,23.1,0,0,0,0,10.4,25.2,105,23.3,4.43
3/25/2019,51,26,17.2,21.9,29.3,18.1,23.9,0.2,0.2,0,1,11,27.4,47,17.54,3.44
3/26/2019,55,22.2,17.9,19.9,22.7,18.2,21.4,6.5,6.5,0,17,16.2,42.1,91,10.8,2.05
3/27/2019,51,24.8,16.6,19.9,24.7,17.3,20.1,1.8,1.8,0,9,19.9,46.4,111,18.87,3.66
3/28/2019,51,24.9,15.5,19.7,26.5,16.1,20.6,0.7,0.7,0,4,14.9,35.6,101,20.92,3.82
3/29/2019,51,26.2,16,20.5,29.5,16.9,22.1,0.2,0.2,0,2,10.5,27.7,92,22.25,4.19
3/30/2019,61,27.8,16.6,21.3,31.2,17.2,22.6,8.3,8.3,0,6,15.8,36,15,21.05,4.27
3/31/2019,61,16.4,8.5,10.7,16.1,6,8.6,12.5,12.5,0,13,13.2,32.8,27,8.5,1.4
4/1/2019,3,15.8,6.1,10.8,14.7,3.9,9.1,0,0,0,0,9.7,27.4,64,21.36,3.03
4/2/2019,3,17.7,8.9,13.2,17.8,7.2,12.3,0,0,0,0,15.3,36,98,21.12,3.05
4/3/2019,51,23.7,14.1,19.1,26.4,14.3,20.2,2.3,2.3,0,9,10.5,27,104,21.42,3.87
4/4/2019,1,30.2,14.1,23.1,31,13.9,23.4,0,0,0,0,13,32.8,19,25.95,5.75
4/5/2019,53,27,19.7,22.7,29.9,20.6,24.3,2.2,2.2,0,4,13,33.5,112,21.99,4.35
4/6/2019,0,30.3,17.1,23.9,30.6,17.9,24.8,0,0,0,0,12.5,30.6,304,25.8,5.47
4/7/2019,3,29.3,16.8,23.2,28.8,16.4,23.2,0,0,0,0,12.1,34.6,334,25.88,5.64
4/8/2019,0,30,14.8,22.8,31,14.8,23,0,0,0,0,9.8,31.3,191,25.46,5.38
4/9/2019,0,32,12,23.2,32.5,10.9,22.3,0,0,0,0,10.8,24.5,194,28.08,6.26
4/10/2019,0,35.5,14.4,25.9,35.6,13.2,25.2,0,0,0,0,13.6,33.5,160,28.11,6.97
4/11/2019,1,33.2,19.1,25.6,31.2,15.7,22.9,0,0,0,0,19.4,48.6,4,28.22,8.1
4/12/2019,1,28.1,17.4,22.5,27.9,15.1,21.6,0,0,0,0,14.8,37.4,111,26.46,6.03
4/13/2019,0,32.2,14.4,24.2,28.7,12.4,21.8,0,0,0,0,19.5,48.2,311,28.9,7.34
4/14/2019,0,24.2,14.2,18.6,23.7,12.1,16.9,0,0,0,0,14.2,34.9,83,28.3,5.74
4/15/2019,1,28.4,14,20.7,27.7,12.4,19.6,0,0,0,0,17.1,42.1,106,26.92,5.92
4/16/2019,1,29.3,16.7,22.8,30.7,16.1,23.2,0,0,0,0,11.7,30.6,103,25.48,5.55
4/17/2019,2,31.8,18.5,24.9,34.8,19.7,26.7,0,0,0,0,12.9,32.4,124,25.89,5.68
4/18/2019,0,31.2,18.5,24.8,27.3,17.8,22.7,0,0,0,0,25.8,61.6,319,28.3,7.58
4/19/2019,1,29.3,14.5,23.1,29.3,13.6,21.9,0,0,0,0,11.5,25.2,117,28.65,6.42
4/20/2019,1,29.9,17.4,23.4,29.7,16.4,22.5,0,0,0,0,15.8,39.6,111,28.5,6.45
4/21/2019,0,31.1,17.6,24.1,32.2,17.1,24.1,0,0,0,0,13.7,31.7,106,27.95,6.37
4/22/2019,1,27.8,17.7,22.8,29.2,17.4,23.3,0,0,0,0,13.2,31.3,102,21.57,4.84
4/23/2019,3,26.9,17.8,22.2,28.2,19.4,23.8,0,0,0,0,13.6,34.6,105,16.88,3.54
4/24/2019,51,29.5,17.4,23.5,32,18.7,25.5,0.4,0.4,0,2,10.7,27,58,24.72,5.02
4/25/2019,1,32,17.1,24.8,32.3,17.8,25.4,0,0,0,0,8.4,25.6,325,28.38,6.17
4/26/2019,1,29.9,20.8,25.2,30.1,20.5,24.9,0,0,0,0,15.6,40.3,121,27.74,6.41
4/27/2019,0,31.3,18.3,24.4,32.1,17.8,24.7,0,0,0,0,13.4,33.8,117,27.23,6.23
4/28/2019,1,31.6,19.2,25,33.2,20.4,26,0,0,0,0,17.1,42.5,109,26.83,6.25
4/29/2019,3,30.5,19.8,24.8,32.5,21.4,26.6,0,0,0,0,14.5,36,112,21.38,4.92
4/30/2019,51,29.7,20,24.9,33.4,22.2,27.6,0.3,0.3,0,2,11.5,31.3,123,23.37,4.94
5/1/2019,51,32.8,21.1,26.6,36,22.6,28.6,0.2,0.2,0,1,17.3,36.7,154,25.86,5.94
5/2/2019,2,31,21.2,26.5,35.6,23.1,29.2,0,0,0,0,12.1,32.8,110,27.05,5.93
5/3/2019,51,27.1,21.3,24.1,29.7,24.7,27.3,1,1,0,6,10.7,28.4,103,14.77,3.12
5/4/2019,55,27.4,20.1,23.3,30.9,22.7,26.1,3.1,3.1,0,8,13.2,34.2,90,21.32,4.23
5/5/2019,51,27.7,18.9,23.3,29.5,21.4,25.2,0.6,0.6,0,5,17.7,41.8,114,19.26,4.06
5/6/2019,53,27.4,18.6,22.8,31.6,20.7,25.2,1.6,1.6,0,6,13.8,34.6,100,20.29,4.12
5/7/2019,51,29.3,19.2,23.6,33.9,22.2,26.6,1.1,1.1,0,6,11.8,28.1,96,20.95,4.42
5/8/2019,51,35.9,21.2,28.1,35.7,23.9,29.4,0.2,0.2,0,2,13.8,36,76,28.53,6.79
5/9/2019,55,30.2,23.1,25.3,35.4,24.9,28.6,3.5,3.5,0,7,11.4,34.6,61,20.74,4.27
5/10/2019,65,22.6,19.2,21.2,24.7,20.8,23.5,22.4,22.4,0,15,13.7,30.2,34,11.67,2.27
5/11/2019,51,23.7,17,20.1,25.8,18.5,21.8,0.7,0.7,0,4,11.4,27,66,19.44,3.45
5/12/2019,51,24.2,17.2,20.6,27.4,18.6,22.4,0.6,0.6,0,2,12.2,32.4,96,22.81,4.12
5/13/2019,53,25.1,18.7,21.6,28.6,20.9,24.4,6.1,6.1,0,20,10.4,29.2,97,20.04,3.59
5/14/2019,61,24.2,19.7,21.8,27.7,22.7,24.9,7.6,7.6,0,17,8.9,25.2,72,14.59,2.76
5/15/2019,61,25.6,19.5,22.3,28.2,22.2,25,3.1,3.1,0,5,13.6,31.3,109,18.67,3.5
5/16/2019,51,27.8,19.5,23.5,31.3,21.5,26.3,0.1,0.1,0,1,15,37.8,110,20.34,4.04
5/17/2019,51,29.3,20.8,25.1,34.3,23.8,28.9,0.8,0.8,0,5,13.2,32.4,107,23.28,4.72
5/18/2019,2,32.8,22.4,27.2,37.6,25.9,30.8,0,0,0,0,14.4,31,113,29.06,6.32
5/19/2019,51,29.6,23.4,26.6,35.5,27.5,31.1,0.6,0.6,0,3,12.2,29.2,91,20.41,4.29
5/20/2019,51,32.6,22.4,27.4,37.5,25.9,31.4,0.1,0.1,0,1,17.3,42.5,115,26.33,5.75
5/21/2019,1,34.3,21,28.2,33.9,22.5,29.6,0,0,0,0,17.9,42.1,66,29.97,7.17
5/22/2019,1,33.2,23.3,28,38.2,25.1,31.4,0,0,0,0,14.2,39.6,109,27,6.24
5/23/2019,1,32.5,21.7,27.3,36.4,24.7,30.1,0,0,0,0,18.2,43.6,115,26.1,6.09
5/24/2019,51,31.8,21.8,26.9,35.4,25,29.4,0.1,0.1,0,1,16.9,40,116,23.31,5.57
5/25/2019,2,31.8,21.7,26.7,34.5,24.8,28.9,0,0,0,0,17.8,43.6,115,24.37,5.89
5/26/2019,1,32.4,20.9,26.5,34.5,23.5,28.5,0,0,0,0,16.6,39.2,113,24.74,5.92
5/27/2019,2,32.2,21.1,26.7,36,24.3,29.6,0,0,0,0,13.7,33.1,112,24.09,5.58
5/28/2019,1,34,21.9,27.9,37.9,24.4,30.5,0,0,0,0,12.6,28.1,111,23.72,5.79
5/29/2019,51,33.7,22.8,28.3,38.4,25.3,31.4,0.2,0.2,0,1,12.5,32,109,25.34,5.92
5/30/2019,51,30.5,23.3,26.9,33.7,27.4,30.3,0.3,0.3,0,3,14.5,34.9,101,17.85,4.25
5/31/2019,51,32.4,22.8,27.2,34.7,26.7,30,1,1,0,6,16.8,41.4,109,23.59,5.6
6/1/2019,51,32,22.1,27,34.7,25.9,29.7,0.1,0.1,0,1,16.3,41.4,108,24.81,5.79
6/2/2019,1,32.4,22.1,26.8,35.5,24.9,29.5,0,0,0,0,18.1,47.5,109,26.1,6.07
6/3/2019,3,31.5,22.2,26.3,33.3,25.8,29,0,0,0,0,19,47.5,115,21.72,5.13
6/4/2019,53,30.2,21.7,26,33.3,24.8,29.2,0.7,0.7,0,1,10.6,32.4,107,18.34,4.13
6/5/2019,3,34.1,23.8,28.2,38.6,27.3,31.7,0,0,0,0,9.8,27.7,10,24.67,5.57
6/6/2019,1,35.5,21.9,29.3,39.4,24.5,32.5,0,0,0,0,11,20.2,29,26.93,6.22
6/7/2019,1,37.1,23.7,31.1,39.7,26.7,33.6,0,0,0,0,9.3,21.2,123,26.56,6.38
6/8/2019,0,39.2,24.2,32.6,39.7,25,33.1,0,0,0,0,12.8,29.2,126,28.43,7.39
6/9/2019,1,39,23.4,32.3,39.8,25.4,33.4,0,0,0,0,13.6,33.8,122,28.61,7.75
6/10/2019,65,30.7,22.8,26.7,34.9,26.8,30.4,22.5,22.5,0,12,13,33.8,57,21.28,4.64
6/11/2019,63,28,22.4,24.7,32.3,26.3,28.4,9.9,9.9,0,13,8.7,24.8,81,18.77,3.82
6/12/2019,53,28.2,21.1,24.1,33.1,24.6,28,2.2,2.2,0,8,9.1,25.2,66,23.57,4.65
6/13/2019,1,29.2,19,24.4,32.7,21.8,27.6,0,0,0,0,14,36,113,26.88,5.46
6/14/2019,0,31.2,20.7,25.7,34.5,22.7,28.3,0,0,0,0,14.3,35.3,116,28.03,6.03
6/15/2019,2,33.2,21.7,27.2,36.6,24.5,30,0,0,0,0,10.6,27,122,28.03,6.28
6/16/2019,1,33.4,22.9,27.9,37.7,25.5,31.2,0,0,0,0,11.4,28.8,122,28.18,6.37
6/17/2019,1,32.8,23.4,28.2,37.3,27,31.6,0,0,0,0,13,33.5,102,26.2,6.06
6/18/2019,1,33.7,23.2,28.5,37.3,26.4,31.6,0,0,0,0,11.8,34.6,109,26.32,6.25
6/19/2019,3,35.7,24.2,30.2,39.5,27.3,33.1,0,0,0,0,10.8,25.9,143,25.4,6.14
6/20/2019,3,36,27.1,31.3,38.2,30.3,33.6,0,0,0,0,11.8,28.1,137,23.54,6.17
6/21/2019,2,34.2,25.6,29.8,38.6,28.6,32.7,0,0,0,0,13.8,33.8,125,24.12,6.08
6/22/2019,2,34.5,24.5,29.2,38.7,28.5,33,0,0,0,0,12.5,31,120,26,6.15
6/23/2019,1,35.5,23.4,29.5,40.1,27.3,33.3,0,0,0,0,16.2,27.7,107,25.96,6.24
6/24/2019,61,33.9,23.7,28.4,38.5,28.3,32.3,2.8,2.8,0,4,13.8,37.4,89,25.14,5.78
6/25/2019,63,28,21.5,24.1,32.5,24.8,27.6,21.1,21.1,0,19,15.1,34.9,95,20.04,3.92
6/26/2019,51,27.8,21.6,24.1,32.7,25.3,27.8,1.3,1.3,0,8,15.6,38.5,103,18.68,3.61
