time,temperature_2m_max (°C),rain_sum (mm),precipitation_hours (h),dia_de_la_semana,semana_del_mes,semana_del_anio,anio,mes,es_fin_de_semana,es_festivo_mexico,dia_partido,es_dia_laborable,weathercode_3,weathercode_53
3/24/2019,26.8,0,0,6,13,13,2019,3,1,0,0,0,0,0
1/18/2017,18.4,7.3,7,2,4,4,2017,1,0,0,0,1,0,0
2/18/2018,26.3,0,0,6,8,8,2018,2,1,0,1,0,0,0
11/19/2021,18.2,0.1,1,4,47,47,2021,11,0,0,0,1,0,0
6/1/2020,25.4,1.8,10,0,23,23,2020,6,0,0,0,1,0,0
9/6/2018,29.5,2.4,5,3,36,36,2018,9,0,0,0,1,0,0
12/18/2019,11.3,0,0,2,51,51,2019,12,0,0,0,1,0,0
7/7/2022,35.8,0,0,3,28,28,2022,7,0,0,0,1,0,0
10/17/2019,24.9,0.7,4,3,42,42,2019,10,0,0,0,1,0,0
9/23/2018,25.6,1.9,3,6,39,39,2018,9,1,0,0,0,0,1
12/12/2018,22.4,6.9,6,2,50,50,2018,12,0,0,0,1,0,0
1/25/2018,12.2,5,9,3,4,4,2018,1,0,0,1,1,0,0
7/24/2021,33.7,0,0,5,30,30,2021,7,1,0,0,0,0,0
8/25/2018,34.9,0,0,5,34,34,2018,8,1,0,0,0,0,0
7/22/2021,28.3,0.6,3,3,30,30,2021,7,0,0,0,1,0,0
8/13/2022,31.3,3.5,5,5,33,33,2022,8,1,0,0,0,0,0
4/29/2017,38.6,0,0,5,18,18,2017,4,1,0,0,0,0,0
10/13/2019,26.3,0,0,6,42,42,2019,10,1,0,0,0,0,0
10/2/2019,29.2,0,0,2,40,40,2019,10,0,0,0,1,0,0
12/14/2019,28.2,0,0,5,50,50,2019,12,1,0,0,0,0,0
6/10/2017,33.6,0,0,5,24,24,2017,6,1,0,0,0,0,0
4/25/2019,32,0,0,3,17,17,2019,4,0,0,0,1,0,0
11/28/2020,23.2,3.9,14,5,48,48,2020,11,1,0,0,0,0,1
12/26/2018,25.3,0,0,2,52,52,2018,12,0,0,0,1,1,0
11/18/2018,22.8,1.3,4,6,47,47,2018,11,1,0,0,0,0,1
11/20/2017,18.7,0,0,0,48,48,2017,11,0,1,0,0,0,0
6/2/2021,28.2,0.2,2,2,23,23,2021,6,0,0,0,1,0,0
5/27/2021,34.3,0,0,3,22,22,2021,5,0,0,0,1,0,0
7/21/2021,26.2,8.1,8,2,30,30,2021,7,0,0,0,1,0,0
10/31/2021,28.4,0,0,6,45,45,2021,10,1,0,1,0,0,0
4/26/2021,31.4,0,0,0,18,18,2021,4,0,0,0,1,1,0
10/6/2019,30.7,0,0,6,41,41,2019,10,1,0,1,0,0,0
2/12/2022,20.2,0,0,5,7,7,2022,2,1,0,0,0,0,0
4/8/2022,25.9,0,0,4,15,15,2022,4,0,0,0,1,0,0
5/26/2018,33.9,0,0,5,21,21,2018,5,1,0,0,0,0,0
9/6/2017,27.4,2.4,10,2,37,37,2017,9,0,0,0,1,0,1
1/28/2018,15.8,15.6,21,6,5,5,2018,1,1,0,1,0,0,0
12/19/2019,13.5,0,0,3,51,51,2019,12,0,0,0,1,0,0
1/1/2019,15.9,0,0,1,1,1,2019,1,0,1,0,0,1,0
4/4/2021,23.5,2.8,11,6,15,15,2021,4,1,0,1,0,0,1
8/29/2017,32.6,0,0,1,36,36,2017,8,0,0,0,1,0,0
8/10/2022,35.3,0,0,2,33,33,2022,8,0,0,0,1,0,0
4/30/2022,30.5,0.1,1,5,18,18,2022,4,1,0,0,0,0,0
2/9/2018,18,0.8,3,4,6,6,2018,2,0,0,0,1,0,0
11/26/2020,26.5,0,0,3,48,48,2020,11,0,0,0,1,0,0
7/25/2020,31.7,2.2,4,5,30,30,2020,7,1,0,0,0,0,0
1/3/2021,21.2,0,0,6,2,2,2021,1,1,0,0,0,0,0
5/1/2021,27.2,1.4,7,5,18,18,2021,5,1,1,0,0,0,0
11/6/2022,28.2,0,0,6,46,46,2022,11,1,0,0,0,0,0
12/1/2018,25,0,0,5,48,48,2018,12,1,1,0,0,0,0
4/17/2021,25.3,23,13,5,16,16,2021,4,1,0,0,0,0,0
